00,00,01,00
00,01,01,00
00,02,01,01
00,03,01,01
00,04,01,02
00,05,01,02
00,06,01,03
00,07,01,03
00,08,01,04
00,09,01,04
00,0A,01,05
00,0B,01,05
00,0C,01,06
00,0D,01,06
00,0E,01,07
00,0F,01,07
00,10,01,08
00,11,01,08
00,12,01,09
00,13,01,09
00,14,01,0A
00,15,01,0A
00,16,01,0B
00,17,01,0B
00,18,01,0C
00,19,01,0C
00,1A,01,0D
00,1B,01,0D
00,1C,01,0E
00,1D,01,0E
00,1E,01,0F
00,1F,01,0F
01,00,01,10
01,01,01,10
01,02,01,11
01,03,01,11
01,04,01,12
01,05,01,12
01,06,01,13
01,07,01,13
01,08,01,14
01,09,01,14
01,0A,01,15
01,0B,01,15
01,0C,01,16
01,0D,01,16
01,0E,01,17
01,0F,01,17
01,10,01,18
01,11,01,18
01,12,01,19
01,13,01,19
01,14,01,1A
01,15,01,1A
01,16,01,1B
01,17,01,1B
01,18,01,1C
01,19,01,1C
01,1A,02,00
01,1B,02,00
01,1C,02,01
01,1D,02,01
01,1E,02,02
01,1F,02,02
02,00,02,03
02,01,02,03
02,02,02,04
02,03,02,04
02,04,02,05
02,05,02,05
02,06,02,06
02,07,02,06
02,08,02,07
02,09,02,07
02,0A,02,08
02,0B,02,08
02,0C,02,09
02,0D,02,09
02,0E,02,0A
02,0F,02,0A
02,10,02,0B
02,11,02,0B
02,12,02,0C
02,13,02,0C
02,14,02,0D
02,15,02,0D
02,16,02,0E
02,17,02,0E
02,18,02,0F
02,19,02,0F
02,1A,02,10
02,1B,02,10
02,1C,02,11
02,1D,02,11
02,1E,02,12
02,1F,02,12
03,00,02,13
03,01,02,13
03,02,02,14
03,03,02,14
03,04,02,15
03,05,02,15
03,06,02,16
03,07,02,16
03,08,02,17
03,09,02,17
03,0A,02,18
03,0B,02,18
03,0C,02,19
03,0D,02,19
03,0E,02,1A
03,0F,02,1A
03,10,02,1B
03,11,02,1B
03,12,02,1C
03,13,02,1C
03,14,03,00
03,15,03,00
03,16,03,01
03,17,03,01
03,18,03,02
03,19,03,02
03,1A,03,03
03,1B,03,03
03,1C,03,04
03,1D,03,04
03,1E,03,05
03,1F,03,05
04,00,03,06
04,01,03,06
04,02,03,07
04,03,03,07
04,04,03,08
04,05,03,08
04,06,03,09
04,07,03,09
04,08,03,0A
04,09,03,0A
04,0A,03,0B
04,0B,03,0B
04,0C,03,0C
04,0D,03,0C
04,0E,03,0D
04,0F,03,0D
04,10,03,0E
04,11,03,0E
04,12,03,0F
04,13,03,0F
04,14,03,10
04,15,03,10
04,16,03,11
04,17,03,11
04,18,03,12
04,19,03,12
04,1A,03,13
04,1B,03,13
04,1C,03,14
04,1D,03,14
04,1E,03,15
04,1F,03,15
05,00,03,16
05,01,03,16
05,02,03,17
05,03,03,17
05,04,03,18
05,05,03,18
05,06,03,19
05,07,03,19
05,08,03,1A
05,09,03,1A
05,0A,03,1B
05,0B,03,1B
05,0C,03,1C
05,0D,03,1C
05,0E,04,00
05,0F,04,00
05,10,04,01
05,11,04,01
05,12,04,02
05,13,04,02
05,14,04,03
05,15,04,03
05,16,04,04
05,17,04,04
05,18,04,05
05,19,04,05
05,1A,04,06
05,1B,04,06
05,1C,04,07
05,1D,04,07
05,1E,04,08
05,1F,04,08
06,00,04,09
06,01,04,09
06,02,04,0A
06,03,04,0A
06,04,04,0B
06,05,04,0B
06,06,04,0C
06,07,04,0C
06,08,04,0D
06,09,04,0D
06,0A,04,0E
06,0B,04,0E
06,0C,04,0F
06,0D,04,0F
06,0E,04,10
06,0F,04,10
06,10,04,11
06,11,04,11
06,12,04,12
06,13,04,12
06,14,04,13
06,15,04,13
06,16,04,14
06,17,04,14
06,18,04,15
06,19,04,15
06,1A,04,16
06,1B,04,16
06,1C,04,17
06,1D,04,17
06,1E,04,18
06,1F,04,18
07,00,04,19
07,01,04,19
07,02,04,1A
07,03,04,1A
07,04,04,1B
07,05,04,1B
07,06,04,1C
07,07,04,1C
07,08,05,00
07,09,05,00
07,0A,05,01
07,0B,05,01
07,0C,05,02
07,0D,05,02
07,0E,05,03
07,0F,05,03
07,10,05,04
07,11,05,04
07,12,05,05
07,13,05,05
07,14,05,06
07,15,05,06
07,16,05,07
07,17,05,07
07,18,05,08
07,19,05,08
07,1A,05,09
07,1B,05,09
07,1C,05,0A
07,1D,05,0A
07,1E,05,0B
07,1F,05,0B
08,00,05,0C
08,01,05,0C
08,02,05,0D
08,03,05,0D
08,04,05,0E
08,05,05,0E
08,06,05,0F
08,07,05,0F
08,08,05,10
08,09,05,10
08,0A,05,11
08,0B,05,11
08,0C,05,12
08,0D,05,12
08,0E,05,13
08,0F,05,13
08,10,05,14
08,11,05,14
08,12,05,15
08,13,05,15
08,14,05,16
08,15,05,16
08,16,05,17
08,17,05,17
08,18,05,18
08,19,05,18
08,1A,05,19
08,1B,05,19
08,1C,05,1A
08,1D,05,1A
08,1E,05,1B
08,1F,05,1B
09,00,05,1C
09,01,05,1C
09,02,06,00
09,03,06,00
09,04,06,01
09,05,06,01
09,06,06,02
09,07,06,02
09,08,06,03
09,09,06,03
09,0A,06,04
09,0B,06,04
09,0C,06,05
09,0D,06,05
09,0E,06,06
09,0F,06,06
09,10,06,07
09,11,06,07
09,12,06,08
09,13,06,08
09,14,06,09
09,15,06,09
09,16,06,0A
09,17,06,0A
09,18,06,0B
09,19,06,0B
09,1A,06,0C
09,1B,06,0C
09,1C,06,0D
09,1D,06,0D
09,1E,06,0E
09,1F,06,0E
0A,00,06,0F
0A,01,06,0F
0A,02,06,10
0A,03,06,10
0A,04,06,11
0A,05,06,11
0A,06,06,12
0A,07,06,12
0A,08,06,13
0A,09,06,13
0A,0A,06,14
0A,0B,06,14
0A,0C,06,15
0A,0D,06,15
0A,0E,06,16
0A,0F,06,16
0A,10,06,17
0A,11,06,17
0A,12,06,18
0A,13,06,18
0A,14,06,19
0A,15,06,19
0A,16,06,1A
0A,17,06,1A
0A,18,06,1B
0A,19,06,1B
0A,1A,06,1C
0A,1B,06,1C
0A,1C,07,00
0A,1D,07,00
0A,1E,07,01
0A,1F,07,01
0B,00,07,02
0B,01,07,02
0B,02,07,03
0B,03,07,03
0B,04,07,04
0B,05,07,04
0B,06,07,05
0B,07,07,05
0B,08,07,06
0B,09,07,06
0B,0A,07,07
0B,0B,07,07
0B,0C,07,08
0B,0D,07,08
0B,0E,07,09
0B,0F,07,09
0B,10,07,0A
0B,11,07,0A
0B,12,07,0B
0B,13,07,0B
0B,14,07,0C
0B,15,07,0C
0B,16,07,0D
0B,17,07,0D
0B,18,07,0E
0B,19,07,0E
0B,1A,07,0F
0B,1B,07,0F
0B,1C,07,10
0B,1D,07,10
0B,1E,07,11
0B,1F,07,11
0C,00,07,12
0C,01,07,12
0C,02,07,13
0C,03,07,13
0C,04,07,14
0C,05,07,14
0C,06,07,15
0C,07,07,15
0C,08,07,16
0C,09,07,16
0C,0A,07,17
0C,0B,07,17
0C,0C,07,18
0C,0D,07,18
0C,0E,07,19
0C,0F,07,19
0C,10,07,1A
0C,11,07,1A
0C,12,07,1B
0C,13,07,1B
0C,14,07,1C
0C,15,07,1C
0C,16,08,00
0C,17,08,00
0C,18,08,01
0C,19,08,01
0C,1A,08,02
0C,1B,08,02
0C,1C,08,03
0C,1D,08,03
0C,1E,08,04
0C,1F,08,04
0D,00,08,05
0D,01,08,05
0D,02,08,06
0D,03,08,06
0D,04,08,07
0D,05,08,07
0D,06,08,08
0D,07,08,08
0D,08,08,09
0D,09,08,09
0D,0A,08,0A
0D,0B,08,0A
0D,0C,08,0B
0D,0D,08,0B
0D,0E,08,0C
0D,0F,08,0C
0D,10,08,0D
0D,11,08,0D
0D,12,08,0E
0D,13,08,0E
0D,14,08,0F
0D,15,08,0F
0D,16,08,10
0D,17,08,10
0D,18,08,11
0D,19,08,11
0D,1A,08,12
0D,1B,08,12
0D,1C,08,13
0D,1D,08,13
0D,1E,08,14
0D,1F,08,14
0E,00,08,15
0E,01,08,15
0E,02,08,16
0E,03,08,16
0E,04,08,17
0E,05,08,17
0E,06,08,18
0E,07,08,18
0E,08,08,19
0E,09,08,19
0E,0A,08,1A
0E,0B,08,1A
0E,0C,08,1B
0E,0D,08,1B
0E,0E,08,1C
0E,0F,08,1C
0E,10,09,00
0E,11,09,00
0E,12,09,01
0E,13,09,01
0E,14,09,02
0E,15,09,02
0E,16,09,03
0E,17,09,03
0E,18,09,04
0E,19,09,04
0E,1A,09,05
0E,1B,09,05
0E,1C,09,06
0E,1D,09,06
0E,1E,09,07
0E,1F,09,07
0F,00,09,08
0F,01,09,08
0F,02,09,09
0F,03,09,09
0F,04,09,0A
0F,05,09,0A
0F,06,09,0B
0F,07,09,0B
0F,08,09,0C
0F,09,09,0C
0F,0A,09,0D
0F,0B,09,0D
0F,0C,09,0E
0F,0D,09,0E
0F,0E,09,0F
0F,0F,09,0F
0F,10,09,10
0F,11,09,10
0F,12,09,11
0F,13,09,11
0F,14,09,12
0F,15,09,12
0F,16,09,13
0F,17,09,13
